,actual_mem_quote,sentence_a,sentence_b,label,confidence,title,mem_line_no,nonmem_line_no
2127,"Kiss me, I'm going to be your wicked step mother.
",I brought her in case you couldn't handle the kids.,Kiss me. I'm going to be your wicked stepmother.,1,0.9665329456329346,"you've got mail
",889273,889275
2128,"Don't you just love New York in the fall?
",Don't you love New York in the fall?,And you're late today -- I could have gotten another.,0,0.7998069077730179,"you've got mail
",889061,889094
2129,"Oh, no, she's beautiful, but she's a pill.
",She's not as nice as she seems on television.,"No, she's beautiful. But a pill.",1,0.9629586935043335,"you've got mail
",889564,889560
2130,"Enough of this Michael Myers bullshit!
",Enough ... ... of this ... ... Michael Myers ... ... shit!,"Is that you, you little brat?",0,0.8648128658533096,"halloween the curse of michael myers
",349855,350103
2131,"Oh god Michael, please don't hurt me.
",What are they teaching in college these days?,"John, please don't --",1,0.5207479000091553,"halloween the curse of michael myers
",349882,349877
2132,"One chop to a guy's neck, and it's all over.
","This kid brought in a box of baby possums, 10. maybe 12.",One chop to guy's neck. And it's all over. They're the sharpest things in the world. They can hack through anything. And...,1,0.9621912240982056,"edward scissorhands
",253435,253639
2133,"All along I felt in my gut there was something wrong with him.
",So am I. I've been waiting for this moment for so long.,All along I felt in my gut. There was something wrong with him.,1,0.9360443353652954,"edward scissorhands
",253599,253515
2134,"Sweetheart, you can't buy the necessities of life with cookies.
","Sweetheart, you can't buy the necessities of life with cookies. You can't buy car with cookies. Am I right, Jim?","What in god's name was going through your mind, son?",0,0.9541214592754841,"edward scissorhands
",253458,253585
2135,"This whole world's wild at heart and weird on top.
",This whole worlds wild at heart and weird on top.,You always make that strange little funny laugh when you talk?,0,0.9304006099700928,"wild at heart
",874117,873634
2136,"They've gotten a bad name 'cause, uh, I mean, there's a limited market for Parkinson's disease.
","And you were vulgar about my wife, Felix, so at the very least the same rule applies to you.","Anyway, designer drugs have a bad name: ice, ecstasy, tar -- there's a limited market for Parkinson's disease. But what about completely safe, almost legal, terrific shit you can go to work on and do your job better than you ever did it straight?",1,0.9589539766311646,"deep cover
",221276,221559
2137,"With dreams begin responsibilities.
",In dreams begin responsibilities.,What do you care?,0,0.9222359284758568,"deep cover
",221278,221275
2138,"You're a MUNCIE girl?
",Excuse me -- I -- executive washroom...,You're from Muncie?!,1,0.697380542755127,"the hudsucker proxy
",392001,391992
2139,"Sir, my leg is on fire!
","Sir, my leg is on fire!",I never did give you that--,0,0.8662688881158829,"the hudsucker proxy
",391850,391899
2140,"Please Sir, this job, running the elevator is all I got.
","...and it's been a pleasure serving you too, uh... buddy.","Aw, please, sir -- this job, it's all I got!",1,0.9547834396362305,"the hudsucker proxy
",392387,391907
2141,"Now let me ask you a question: Would an imbecile come up with this?
","Oh sure, you're biased -- you're a fellow Muncian. But would an imbecile come up with this?","-- these preposterous inventions, would be better suited to the pages of Amazing Tales Magazine.",0,0.9556288346648216,"the hudsucker proxy
",392068,392062
2142,"Fight on, fight on, dear old Muncie/Fight on, hoist the gold and blue/You'll be tattered, torn, and hurtin'/Once the Munce is done with you/Go... Eagles!
","...You don't happen to remember the plan I outlined to you the day I set fire to your off -- uh, the day I was promoted?","'Fight on fight on dear old Muncie Fight on -- Hoist the gold and blue You'll be tattered, torn and hurtin' Once 'The Munce' is done with you!'",1,0.9575343132019043,"the hudsucker proxy
",392003,391911
2143,"It's a pity to waste a whole Montecristo.
",Pity to waste a whole Monte Cristo.,"...Well, they've got your throat pretty well slit.",0,0.9508112743496895,"the hudsucker proxy
",391683,392405
2144,"I spects old Moses knows just about everything, leastways if it concerns Hudsucker.
","Yeah, he's a smart one, that Norville, heh-heh, he's a caution.","Ah guess ole Moses knows jes about ever'thing, leastways if it concerns Hudsuckuh.",1,0.9433585405349731,"the hudsucker proxy
",392095,392106
2145,"We mortals have many weaknesses; we feel too much, hurt too much or too soon we die, but we do have the chance of love.
","For a day, for another day, the stain slowly spreads along the horizon, and takes form - until on the third day you let yourself believe.","We mortals have many weaknesses. We feel too much. Hurt too much. And all too soon, we die. But we do have the chance of love.",1,0.9618273973464966,"elizabeth the golden age
",257088,256735
2146,"Majesty, this is not the Queen I love and serve.
",This is not the Queen I love and serve.,All I know is nothing's as it should be.,0,0.9349848031997681,"elizabeth the golden age
",257206,257161
2147,"Why be afraid of tomorrow when today is all we have?
","Why be afraid of tomorrow? Today's all we have, and all we know.",You don't need me to instruct you in your duty.,0,0.9563601911067963,"elizabeth the golden age
",257137,257082
2148,"The puddle man is outside, Majesty.
",I beg your majesty's forgiveness.,"The puddle man is outside, majesty.",1,0.5029817819595337,"elizabeth the golden age
",256541,256539
2149,"We all know that if I fall you all come tumbling down with me.
",I think you're not as accustomed as I am to eating in public.,"And they know very well that if I fall, they all come tumbling down after me.",1,0.9276256784796715,"elizabeth the golden age
",256459,256651
2150,"I have never known a woman like you.
",May the Lord God preserve England's Queen.,I've never known a woman like you.,1,0.25427359342575073,"elizabeth the golden age
",257141,257129
2151,"You said you wish we could be together.
",How did you know I'd be here?,That's why I quit. So we could be together.,1,0.9661411046981812,"obsessed
",577650,577646
2152,"Drink with your brains, that's our motto.
","No, some creep asshole trying to scare me.","""Drink with your brain."" That's our motto. Who are you calling for?",1,0.9639797210693359,"scream 2
",670131,670142
2153,"I can kill you - I'm insane.
",Be careful. I can kill you. I'm insane.,That's what he did to me.,0,0.9545065276324749,"15 minutes
",3304,3255
2154,"Don't worry, I forgive you Darwin.
",Nobody put a gun to your head.,...I forgive you Darwin.,1,0.5547276735305786,"smokin' aces
",705331,705320
2155,"The ho train has left the station.
","Alright, the ho train is exiting the station. They're coming to you...","Alright girl, the ho train has arrived.",0,0.8911652714014053,"smokin' aces
",705533,705472
2156,"Oh hell yeah, we was just at the wrong place at the wrong time, so don't feel so bad, chief.
","and your car and me and my brothers were wanted by the law, I woulda killed you to get 'em too.",Oh hell yeah. We's just in the wrong place at the wrong time. So don't feel so bad dude.,1,0.9628161191940308,"smokin' aces
",705335,705333
2157,"You makin' a nigga fall hard, man...
","Damn baby girl, you makin' a nigga fall hard now.",'Spose to kill this fool named Buddy Israel.,0,0.762510359287262,"smokin' aces
",705745,705744
2158,"Christ, that was Beaver Cleaver's mother.
",Could you take a look at this...,"Christ, that one was Beaver Cleaver's mother. Peter Pan! Peter Pan! Peter Pan!",1,0.9648535251617432,"serial mom
",676431,676404
2159,"Oh, kids, are you doing your homework?
",Did Carl Padgett buy something you wanted?,"Kids, did you do your homework?",1,0.7582058906555176,"serial mom
",676868,676950
2160,"Now I'll never get a boyfriend!
",I don't know...maybe Mom's nuts!,Oh God! Now I'll never get a boyfriend!,1,0.9652111530303955,"serial mom
",676760,676699
2161,"It's been a crazy day hasn't it?
","Let it shine, shine, shine, All around the world!!","Amen to that. It's been a crazy day, hasn't it?!",1,0.9548407793045044,"serial mom
",676708,676723
2162,"The ""Citizen Kane"" of gore movies.
","The ""Citizen Kane"" of gore movies.","Mom, Mr. Stubbins is a nimrod!",0,0.9353016465902328,"serial mom
",676486,676495
2163,"Well, Chip's off to a fine start this year.
","Mrs. Sutphin, I'm Paul Stubbins, Chip's math teacher.",Chip is off to a fine start this year. Focused...conscientious... participates actively in classroom discussion.,1,0.96026611328125,"serial mom
",676470,676466
2164,"Doctor Sutphin, is your wife mental?
",Contrusions...fractures... rupture of numerous vital organs...,"Dr. Sutphin, is you wife mental?",1,0.964065432548523,"serial mom
",676659,676586
2165,"I think I know what you mean, Travis.
","I know what you mean. I've got the same problems. I just can't get things organized. Little things, I mean. Like my room, my possessions. I should get one of those signs that says, &quot;One of these days I'm Gonna Organezizied&quot;.",Betsy had coffee and a fruit salad dish.,0,0.9533944614231586,"taxi driver
",773148,773146
2166,"How's everything in the pimp business?
",Loneliness has followed me all my life.,"How are things in the pimp business, hey Sport?",1,0.8400742411613464,"taxi driver
",773632,773614
2167,"Another movie from an old TV show.
",The most dangerous explosive material ever invented.,Another movie from an old TV show?,1,0.7734516859054565,"charlie's angels
",168293,168291
2168,"Do you know how hard it is to find a quality man in Los Angeles?
","But Bosley, you HATE sports, why would you... You didn't buy them for yourself.",Do you have any idea how difficult it is to find a quality man in Los Angeles?,1,0.9561429023742676,"charlie's angels
",168843,168863
2169,"Why do they always run?
",Why do they always run?,"Eyes on the prize, Nat.",0,0.9525508768856525,"charlie's angels
",168468,168484
